x,y,z
-13.52,-0.45,-7.57
-14.59,0.56,-6.46
-15.51,1.2,-5.35
-16.88,0.41,-4.79
-17.97,-2.75,-4.35
-15.83,-5.21,-5.62
-14.55,-4.91,-6.08
-15.01,-4.17,-5.61
-15.32,-4.28,-5.2
-15.41,-5.29,-5.33
-14.63,-6.48,-5.48
-13.41,-7.23,-5.75
-12.21,-7.57,-6.4
-11.0,-7.51,-6.89
-10.28,-6.88,-7.41
-10.01,-5.9,-8.01
-9.65,-4.84,-8.22
-9.69,-3.98,-8.4
-9.61,-3.19,-8.57
-9.8,-2.67,-8.65
-9.55,-1.77,-8.42
-9.32,-1.21,-8.33
-9.46,-0.47,-8.1
-9.69,0.17,-7.66
-10.32,0.71,-7.54
-11.14,1.31,-7.37
-11.8,1.48,-7.08
-12.51,1.81,-6.78
-12.86,1.78,-6.76
-13.08,1.2,-6.91
-13.45,0.99,-7.1
-13.07,0.94,-7.08
-12.89,0.95,-6.94
-12.55,0.8,-7.08
-12.64,1.09,-6.9
-13.01,1.48,-6.56
-13.16,2.02,-6.1
-13.81,2.04,-5.97
-14.61,2.32,-4.99
-15.34,2.52,-4.14
-15.81,2.47,-3.28
-16.29,2.51,-2.34
-16.5,2.45,-1.89
-16.52,2.47,-1.53
-16.67,2.36,-0.85
-16.9,1.98,0.06
-17.0,1.55,0.84
-17.51,0.6,1.21
-18.13,-1.46,0.83
-18.13,-3.53,0.12
-17.88,-4.71,-1.07
-17.5,-5.7,-2.29
-16.98,-6.02,-3.59
-16.2,-6.2,-5.12
-15.51,-6.26,-6.02
-14.86,-5.51,-7.0
-14.46,-4.56,-7.81
-14.33,-3.36,-7.77
-14.97,-2.11,-7.46
-15.43,-1.49,-7.02
-15.68,-0.99,-6.63
-16.04,-1.19,-6.32
-16.23,-1.38,-6.27
-16.39,-1.66,-6.04
-16.79,-2.05,-5.63
-16.88,-2.6,-5.34
-17.25,-3.31,-4.98
-17.34,-4.28,-4.37
-17.07,-5.1,-4.07
-16.83,-5.32,-3.87
-16.67,-5.47,-3.84
-16.48,-5.55,-3.99
-16.29,-5.92,-4.11
-15.89,-6.3,-4.47
-15.36,-6.45,-4.81
-14.96,-6.61,-4.98
-14.48,-6.88,-5.6
-13.58,-7.14,-6.08
-12.78,-7.38,-6.51
-11.19,-7.36,-6.79
-9.46,-6.99,-6.92
-7.91,-5.94,-7.18
-7.13,-4.82,-7.24
-6.15,-3.66,-6.48
-5.52,-2.52,-5.32
-5.41,-1.03,-4.41
-5.83,0.45,-3.7
-6.63,1.61,-3.37
-8.0,2.52,-3.7
-9.09,3.01,-3.73
-10.09,3.38,-3.59
-11.29,3.78,-3.05
-11.82,4.15,-2.26
-12.64,4.39,-1.06
-13.66,3.98,0.4
-14.9,3.29,1.54
-15.97,2.21,1.98
-17.06,0.67,1.7
-18.05,-1.66,0.95
-18.24,-3.61,-0.98
-17.72,-4.78,-2.86
-16.83,-6.13,-3.94
-15.99,-6.54,-4.71
-15.55,-6.33,-5.38
-15.55,-6.07,-5.86
-15.64,-6.02,-5.67
-15.66,-6.07,-5.22
-16.14,-6.26,-4.54
-16.01,-6.6,-4.25
-16.1,-6.6,-4.04
-15.83,-7.06,-3.92
-15.6,-6.93,-4.06
-15.55,-7.14,-4.18
-15.15,-7.29,-4.35
-15.36,-7.21,-4.45
-15.26,-7.44,-4.74
-15.07,-7.23,-5.18
-14.71,-6.78,-6.14
-14.57,-6.0,-6.99
-14.52,-4.75,-7.79
-13.87,-3.44,-8.44
-14.13,-1.85,-8.38
-14.31,-0.99,-8.3
-14.65,-0.02,-7.61
-14.82,0.94,-7.16
-15.09,1.35,-6.64
-15.18,2.04,-5.86
-15.34,1.93,-5.36
-15.72,1.38,-5.67
-15.34,0.67,-6.4
-14.36,-0.5,-7.69
-13.39,-1.83,-8.14
-12.63,-3.27,-8.66
-12.05,-4.35,-8.67
-11.58,-5.06,-8.71
-10.96,-5.79,-8.14
-9.65,-5.98,-7.92
-8.14,-6.17,-7.36
-6.69,-6.22,-6.26
-5.79,-6.13,-4.87
-5.14,-5.79,-2.32
-5.27,-5.66,-0.27
-5.81,-5.75,0.97
-7.05,-6.07,2.49
-8.77,-6.46,3.41
-10.95,-6.8,3.66
-12.93,-7.29,3.05
-14.63,-7.53,1.44
-15.62,-7.64,-0.95
-15.41,-7.79,-3.07
-14.67,-7.9,-4.69
-13.96,-7.72,-5.82
-13.18,-7.46,-6.5
-12.11,-6.88,-7.41
-11.38,-5.62,-8.1
-11.77,-4.43,-8.34
-12.74,-3.18,-8.45
-13.66,-2.6,-8.17
-14.86,-2.91,-7.64
-15.18,-4.17,-7.12
-14.86,-5.74,-6.54
-14.12,-6.89,-6.02
-13.2,-8.0,-5.17
-12.22,-8.93,-3.93
-10.89,-9.29,-3.19
-9.06,-9.1,-2.92
-7.79,-8.76,-3.15
-6.44,-7.68,-3.88
-5.92,-6.69,-4.49
-5.77,-6.05,-5.04
-5.66,-5.66,-5.0
-5.35,-5.62,-4.48
-5.29,-5.72,-3.45
-5.1,-5.94,-2.31
-5.27,-5.87,-0.78
-6.02,-6.15,0.83
-7.53,-6.61,2.59
-10.16,-6.91,3.41
-13.22,-7.08,3.11
-15.83,-6.63,1.06
-16.85,-6.18,-2.61
-15.74,-5.98,-5.75
-13.12,-5.59,-7.88
-11.79,-4.71,-8.45
-11.1,-3.68,-8.45
-11.58,-2.65,-8.56
-12.03,-1.42,-8.19
-12.76,-0.69,-7.99
-13.7,0.09,-7.43
-14.33,0.64,-6.77
-14.65,0.94,-6.33
-15.07,0.79,-6.47
-14.92,0.09,-6.72
-14.33,-0.67,-7.69
-13.33,-1.59,-8.31
-12.3,-2.73,-8.63
-11.25,-3.4,-8.55
-10.2,-4.17,-8.72
-8.65,-4.73,-8.16
-7.18,-5.18,-7.52
-6.11,-5.46,-5.97
-5.64,-5.57,-5.03
-5.05,-5.46,-3.54
-5.01,-5.19,-1.64
-5.31,-5.16,0.37
-5.89,-4.86,2.27
-7.3,-4.95,3.63
-9.72,-5.06,4.31
-12.03,-5.19,4.69
-14.59,-5.46,3.73
-16.31,-5.4,2.07
-17.0,-5.74,0.3
-17.32,-5.72,-2.1
-16.96,-5.49,-4.0
-16.58,-5.25,-5.12
-15.99,-4.9,-6.25
-15.85,-4.22,-6.86
-16.22,-3.27,-6.78
-16.77,-2.52,-5.78
-17.46,-1.4,-4.77
-17.69,-0.99,-3.79
-17.65,-0.93,-3.77
-17.71,-0.97,-3.95
-17.69,-1.1,-3.75
-17.8,-1.29,-3.32
-17.97,-1.23,-2.84
-18.14,-1.21,-2.21
-18.14,-1.27,-1.36
-18.11,-1.16,-0.19
-17.86,-1.21,0.67
-17.59,-1.25,1.45
-17.04,-1.27,2.6
-16.18,-1.48,3.84
-15.39,-1.59,4.35
-15.91,-1.57,4.15
-16.14,-1.53,3.7
-16.62,-1.7,3.33
-16.64,-1.46,3.29
-16.92,-1.7,2.82
-16.81,-1.64,2.75
-16.41,-1.72,3.45
-16.04,-2.0,3.82
-16.25,-2.37,3.37
-16.46,-2.78,3.15
-16.23,-2.97,3.28
-16.1,-3.03,3.39
-15.91,-3.21,3.5
-15.95,-3.29,3.32
-16.06,-3.23,3.27
-16.14,-3.44,3.4
-15.95,-3.49,3.59
-15.85,-3.57,3.51
-16.02,-3.59,3.43
-15.87,-3.49,3.49
-15.99,-3.47,3.46
-15.74,-3.38,3.66
-15.78,-3.29,3.62
-15.8,-3.21,3.79
-15.72,-3.19,3.74
-15.91,-3.06,3.6
-15.74,-3.19,3.72
-15.62,-3.16,3.75
-15.66,-3.01,3.64
-15.53,-3.1,3.69
-15.62,-3.38,3.61
-15.89,-3.25,3.75
-16.02,-3.38,3.55
-16.39,-3.68,3.08
-16.52,-4.09,2.62
-16.67,-4.43,2.2
-16.88,-4.6,1.77
-16.81,-4.86,1.51
-16.83,-4.93,1.41
-17.07,-4.97,0.74
-17.44,-5.42,-0.2
-17.29,-5.36,-0.54
-17.13,-5.31,0.6
-16.86,-5.32,1.18
-16.56,-5.25,1.59
-16.29,-5.34,2.14
-15.91,-5.21,2.78
-15.38,-4.69,3.44
-14.94,-4.07,4.09
-14.06,-3.14,4.73
-12.22,-2.32,5.44
-9.74,-1.81,5.28
-7.18,-1.87,3.85
-5.75,-2.13,2.45
-5.29,-2.56,1.6
-4.78,-2.5,0.54
-4.59,-2.99,-1.45
-4.7,-3.4,-3.73
-5.73,-3.81,-5.75
-6.31,-4.2,-6.53
-6.5,-4.28,-6.84
-6.67,-4.47,-6.97
-6.99,-4.35,-7.23
-6.99,-4.47,-7.23
-6.23,-4.5,-6.61
-5.31,-4.02,-5.03
-4.66,-3.7,-3.15
-4.42,-3.29,-1.41
-4.8,-3.08,0.44
-5.37,-2.8,2.03
-6.1,-2.45,2.85
-7.03,-2.22,3.9
-8.43,-1.96,4.78
-10.28,-2.33,5.29
-12.15,-2.47,5.43
-14.21,-2.76,4.8
-16.16,-3.23,3.48
-17.48,-3.74,1.39
-17.72,-4.47,-2.49
-15.2,-4.99,-6.98
-13.43,-5.31,-7.91
-13.89,-5.46,-7.68
-13.96,-5.59,-7.41
-12.89,-6.13,-7.67
-12.01,-6.63,-7.53
-11.86,-7.08,-7.09
-11.44,-7.49,-7.0
-11.1,-8.18,-6.24
-10.81,-8.67,-5.17
-11.12,-9.14,-4.48
-11.58,-9.21,-3.39
-11.9,-9.46,-2.63
-12.51,-9.23,-2.54
-12.99,-9.1,-2.35
-13.52,-9.12,-2.29
-13.58,-8.86,-2.74
-13.6,-8.93,-3.54
-13.33,-8.82,-3.96
-13.31,-8.76,-4.28
-12.91,-8.65,-4.95
-11.69,-8.93,-5.11
-10.58,-8.99,-5.09
-9.7,-8.91,-4.73
-9.53,-8.91,-4.8
-8.77,-8.76,-4.17
-8.6,-8.74,-3.92
-8.37,-8.84,-3.64
-8.27,-8.76,-3.38
-7.79,-8.74,-2.6
-7.89,-8.76,-1.54
-8.12,-8.65,-0.1
-9.3,-8.52,1.16
-10.26,-8.28,1.77
-10.96,-8.33,2.07
-10.96,-8.33,1.93
-10.91,-8.32,2.1
-11.06,-8.18,2.03
-11.54,-8.37,1.92
-11.79,-8.52,1.6
-11.8,-8.67,1.05
-11.71,-8.78,0.94
-11.61,-8.95,0.35
-11.71,-9.12,0.23
-11.48,-9.19,-0.31
-11.02,-9.23,-0.52
-10.72,-9.27,-0.64
-10.62,-9.29,-0.61
-10.56,-9.25,-0.53
-10.7,-9.23,-0.65
-10.54,-9.21,-0.78
-10.49,-9.32,-0.87
-10.53,-9.25,-1.29
-10.43,-9.53,-1.46
-10.2,-9.49,-1.58
-10.12,-9.42,-1.36
-9.84,-9.32,-1.46
-9.55,-9.19,-1.17
-9.46,-9.01,-0.66
-9.48,-8.73,0.43
-9.27,-8.63,0.7
-9.15,-8.43,0.89
-9.11,-8.41,1.03
-9.46,-8.18,1.58
-9.25,-8.03,1.65
-8.75,-8.05,1.59
-8.37,-7.87,1.55
-8.52,-7.77,1.73
-8.79,-7.62,2.58
-9.57,-7.36,2.97
-10.09,-7.31,3.13
-10.41,-7.06,3.37
-10.72,-7.12,3.29
-11.19,-7.04,3.37
-11.9,-7.08,3.48
-12.55,-6.93,3.59
-13.47,-6.86,3.26
-14.48,-7.01,2.44
-15.17,-7.12,1.38
-15.91,-7.23,0.15
-16.01,-7.42,-0.69
-16.08,-7.27,-1.87
-16.04,-7.19,-3.06
-16.02,-6.99,-3.82
-16.22,-6.56,-4.31
-16.27,-6.05,-5.02
-16.43,-5.42,-5.4
-16.92,-4.58,-5.48
-17.23,-3.68,-4.91
-17.29,-2.8,-4.89
-17.13,-1.92,-5.19
-16.98,-1.51,-5.3
-16.81,-1.03,-5.34
-16.67,-0.62,-5.39
-16.41,-0.13,-5.21
-16.56,0.23,-5.19
-16.01,0.52,-5.19
-15.6,0.71,-5.87
-15.36,0.88,-5.62
-15.03,0.97,-6.17
-14.31,0.9,-6.57
-13.98,1.01,-6.77
-14.21,0.99,-6.34
-14.38,0.97,-6.33
-14.21,0.94,-6.57
-13.85,1.07,-6.7
-13.66,0.95,-6.8
-13.01,0.73,-7.19
-11.61,0.54,-7.54
-9.9,0.28,-7.26
-8.46,0.0,-6.89
-7.97,-0.05,-6.59
-8.02,-0.32,-6.85
-7.55,-0.39,-6.54
-6.95,-0.47,-6.34
-6.67,-0.28,-5.74
-6.52,-0.28,-5.45
-6.32,-0.17,-5.03
-6.06,0.13,-3.87
-5.58,0.23,-2.47
-5.66,0.62,-1.23
-5.9,0.67,0.17
-5.98,0.75,0.61
-5.83,0.69,-0.73
-5.83,0.51,-1.54
-5.58,0.21,-2.22
-5.68,0.24,-1.68
-5.62,0.09,-1.19
-5.73,0.15,-0.51
-5.69,0.08,0.56
-5.92,-0.19,1.53
-6.31,-0.43,2.13
-6.99,-0.5,3.05
-7.45,-0.93,3.96
-7.07,-1.34,3.53
-5.64,-2.0,2.2
-5.03,-2.88,0.54
-4.64,-3.59,-1.49
-4.78,-4.45,-3.26
-5.96,-5.44,-5.38
-8.58,-5.77,-7.51
-12.17,-6.15,-7.9
-13.33,-6.58,-7.38
-13.5,-7.1,-6.65
-13.7,-7.81,-5.94
-13.98,-8.32,-4.49
-13.91,-8.63,-3.27
-13.87,-8.89,-1.82
-13.26,-9.04,-1.4
-13.07,-9.19,-1.3
-13.41,-8.99,-1.14
-13.16,-8.71,0.56
-13.01,-8.43,1.43
-13.79,-8.07,1.27
-13.56,-8.28,1.42
-13.62,-7.9,1.19
-13.54,-7.94,1.74
-13.62,-7.94,1.8
-13.7,-7.94,1.68
-14.0,-8.02,1.43
-14.08,-8.15,1.22
-14.42,-8.11,0.57
-14.55,-8.3,-0.34
-14.82,-8.22,-0.52
-15.26,-8.02,-0.94
-15.55,-7.74,-1.29
-15.93,-7.46,-2.33
-15.91,-6.95,-4.02
-15.7,-6.22,-5.57
-14.65,-5.12,-6.97
-14.67,-4.09,-7.19
-15.38,-3.29,-7.0
-15.8,-2.84,-6.58
-15.49,-3.25,-6.81
-15.07,-3.72,-7.27
-14.52,-4.65,-7.35
-14.88,-5.4,-6.99
-14.0,-6.24,-7.35
-11.98,-6.91,-7.68
-10.11,-7.44,-7.23
-8.67,-7.72,-6.24
-7.97,-7.96,-5.53
-6.9,-7.7,-4.37
-6.02,-7.18,-2.6
-5.71,-6.69,-1.01
-5.77,-6.37,0.0
-6.73,-5.96,2.32
-8.1,-5.87,3.65
-10.49,-5.44,4.61
-12.76,-4.67,4.91
-14.9,-3.57,4.57
-16.58,-2.78,3.2
-17.74,-1.59,1.41
-18.28,-1.05,-0.61
-18.07,-0.48,-2.39
-17.44,0.06,-3.66
-16.69,1.03,-4.46
-15.7,1.48,-5.19
-14.76,2.06,-5.07
-14.12,2.6,-4.54
-14.42,3.1,-3.48
-15.57,2.77,-2.6
-16.6,1.68,-2.64
-17.11,0.51,-3.63
-17.04,-0.63,-5.17
-16.18,-1.92,-6.68
-14.15,-3.33,-8.15
-11.71,-4.17,-8.89
-9.53,-5.18,-8.41
-7.99,-6.33,-7.39
-7.26,-7.34,-5.84
-7.45,-8.39,-4.23
-8.35,-9.01,-3.16
-9.65,-9.36,-2.37
-10.56,-9.42,-1.57
-11.75,-9.32,-1.47
-12.28,-9.36,-1.69
-12.8,-9.16,-2.23
-13.56,-8.82,-3.14
-14.21,-8.3,-3.44
-14.88,-7.49,-3.68
-15.55,-6.84,-3.81
-15.68,-6.5,-4.3
-15.47,-6.3,-5.17
-15.64,-6.37,-5.27
-15.97,-6.33,-5.49
-16.35,-6.18,-5.35
-16.75,-5.98,-5.1
-16.71,-6.11,-4.76
-16.71,-6.3,-4.71
-16.04,-6.5,-5.31
-15.22,-6.93,-6.19
-14.57,-7.21,-6.68
-14.48,-7.34,-6.69
-14.9,-7.36,-6.82
-14.27,-7.57,-7.09
-14.06,-7.38,-7.37
-13.85,-7.31,-7.42
-13.56,-7.08,-7.63
-12.07,-7.14,-8.17
-11.21,-7.1,-8.15
-11.17,-7.06,-8.2
-11.04,-7.21,-8.09
-11.17,-7.14,-7.94
-11.25,-6.93,-7.88
-11.25,-6.93,-7.78
-11.46,-6.58,-7.79
-11.38,-6.63,-7.65
-11.67,-6.52,-7.47
-11.58,-6.5,-7.63
-11.56,-6.41,-7.71
-11.5,-6.6,-7.51
-11.5,-6.48,-7.81
-11.54,-6.54,-7.69
-11.48,-6.54,-7.97
-11.65,-6.54,-7.7
-11.56,-6.46,-7.68
-11.54,-6.6,-7.72
-11.56,-6.6,-7.69
-11.44,-6.52,-7.68
-11.48,-6.45,-7.5
-11.65,-6.6,-7.59
-11.48,-6.6,-7.59
-11.5,-6.58,-7.61
-11.46,-6.48,-7.54
-11.59,-6.56,-7.55
-11.52,-6.58,-7.46
-11.54,-6.58,-7.6
-11.46,-6.46,-7.64
-11.46,-6.52,-7.81
-11.5,-6.76,-7.78
-11.56,-6.52,-7.52
-11.56,-6.69,-7.63
-11.48,-6.54,-7.78
-11.56,-6.56,-7.7
-11.58,-6.54,-7.57
-11.5,-6.48,-7.5
-11.35,-6.69,-7.7
-11.46,-6.6,-7.81
-11.48,-6.58,-7.46
-11.56,-6.5,-7.69
-11.46,-6.6,-7.65
-11.44,-6.54,-7.4
-11.48,-6.41,-7.4
-11.44,-6.67,-7.71
-11.38,-6.58,-7.62
-11.42,-6.61,-7.73
-11.44,-6.69,-7.74
-11.44,-6.65,-7.73
-11.37,-6.54,-7.65
-11.52,-6.54,-7.66
-11.54,-6.58,-7.67
-11.5,-6.5,-7.6
-11.59,-6.56,-7.57
-11.54,-6.5,-7.64
-11.46,-6.58,-7.64
-11.56,-6.52,-7.58
-11.59,-6.61,-7.74
